
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 2501   4000.00      0.00    945.73 2512    0 2502    0  plain   wall  plain   wall
Object:   OBJ00001   2501      drm   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00002   2501      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00003   2501      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00004   2501      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00005   2501      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00006   2501      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00007   2501      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00008   2501      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00009   2501      drs    50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00010   2501      d3m   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00011   2501      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00012   2501      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00013   2501      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00014   2501      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00015   2501      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00016   2501      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00017   2501      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00018   2501      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00019   2501      Vrs    10.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00020   2501      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Cell: 2502   5000.00      0.00   1000.00 2513    0 2503 2501  plain   wall  plain  plain
Object:   OBJ00021   2502      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00022   2502      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00023   2502      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00024   2502      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00025   2502      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00026   2502      drm   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00027   2502      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00028   2502      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00029   2502      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00030   2502      d3m   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00031   2502      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00032   2502      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00033   2502      d3m    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00034   2502      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00035   2502      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00036   2502      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00037   2502      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00038   2502      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00039   2502      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00040   2502      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Cell: 2503   6000.00      0.00   1000.00 2514    0 2504 2502  plain   wall  plain  plain
Object:   OBJ00041   2503      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00042   2503      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00043   2503      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00044   2503      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00045   2503      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00046   2503      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00047   2503      d3s   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00048   2503      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00049   2503      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00050   2503      dBs    50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00051   2503      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00052   2503      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00053   2503      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00054   2503      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00055   2503      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00056   2503      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00057   2503      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00058   2503      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00059   2503      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00060   2503      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Cell: 2504   7000.00      0.00    975.34 2515    0 2505 2503  plain   wall  plain  plain
Object:   OBJ00061   2504      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00062   2504      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00063   2504      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00064   2504      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00065   2504      Vrs    10.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00066   2504      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00067   2504      drs    50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00068   2504      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00069   2504      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00070   2504      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00071   2504      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00072   2504      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00073   2504      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00074   2504      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00075   2504      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00076   2504      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00077   2504      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00078   2504      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00079   2504      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00080   2504      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Cell: 2505   8000.00      0.00   1000.00 2516    0 2506 2504  plain   wall  plain  plain
