
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 2667      0.00      0.00    420.33 2682    0 1643    0    mud   wall  plain   wall
Object:   OBJ00001   2667      Vrs    10.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00002   2667      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00003   2667      c3m   -50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00004   2667      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00005   2667      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00006   2667      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00007   2667      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00008   2667      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00009   2667      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00010   2667      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00011   2667      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00012   2667      Vrs    10.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00013   2667      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00014   2667      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00015   2667      c3m   -50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00016   2667      Vrs    50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00017   2667      Vrs    50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00018   2667      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00019   2667      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00020   2667      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Cell: 1643   1000.00      0.00    101.89 1655    0 1644 2667  plain   wall  plain  plain
Object:   OBJ00021   1643      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00022   1643      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00023   1643      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00024   1643      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00025   1643      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00026   1643      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00027   1643      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00028   1643      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00029   1643      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00030   1643      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00031   1643      drt    50.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00032   1643      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00033   1643      drm   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00034   1643      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00035   1643      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00036   1643      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00037   1643      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00038   1643      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00039   1643      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00040   1643      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Cell: 1644   2000.00      0.00    152.96 1656    0 2670 1643  plain   wall  plain  plain
Object:   OBJ00041   1644      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00042   1644      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00043   1644      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00044   1644      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00045   1644      c3s   -50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00046   1644      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00047   1644      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00048   1644      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00049   1644      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00050   1644      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00051   1644      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00052   1644      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00053   1644      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00054   1644      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00055   1644      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00056   1644      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00057   1644      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00058   1644      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00059   1644      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00060   1644      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Cell: 2670   3000.00      0.00    264.58 1657    0 1645 1644    mud   wall  plain  plain
Object:   OBJ00061   2670      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00062   2670      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00063   2670      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00064   2670      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00065   2670      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00066   2670      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00067   2670      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00068   2670      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00069   2670      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00070   2670      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00071   2670      cBs   -50.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00072   2670      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00073   2670      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00074   2670      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00075   2670      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00076   2670      c3t   -50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00077   2670      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00078   2670      drm   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00079   2670      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00080   2670      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Cell: 1645   4000.00      0.00    109.53 1658    0 1646 2670  plain   wall    mud  plain
Object:   OBJ00081   1645      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00082   1645      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00083   1645      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00084   1645      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00085   1645      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00086   1645      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00087   1645      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00088   1645      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00089   1645      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00090   1645      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00091   1645      crs   -50.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00092   1645      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00093   1645      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00094   1645      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00095   1645      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00096   1645      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00097   1645      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00098   1645      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00099   1645      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00100   1645      Vrt   -50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Cell: 1646   5000.00      0.00    525.38 1659    0 1647 1645  plain   wall  plain    mud
Object:   OBJ00101   1646      cBm   -50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00102   1646      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00103   1646      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00104   1646      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00105   1646      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00106   1646      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00107   1646      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00108   1646      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00109   1646      c3m   -50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00110   1646      drs    50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00111   1646      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00112   1646      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00113   1646      crm   -50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00114   1646      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
