
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 5626   1000.00      0.00    131.01 5647    0 1747    0  plain   wall   wall   wall
Object:   OBJ00001   5626      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00002   5626      VBt   -50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00003   5626      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00004   5626      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00005   5626      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00006   5626      cBt   -50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00007   5626      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00008   5626      Vrs    10.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00009   5626      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00010   5626      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00011   5626      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00012   5626      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00013   5626      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00014   5626      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00015   5626      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00016   5626      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00017   5626      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00018   5626      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00019   5626      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00020   5626      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Cell: 1747   2000.00      0.00    866.38 1757    0 1748 5626    mud   wall    mud  cliff
Object:   OBJ00021   1747      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00022   1747      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00023   1747      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00024   1747      crt   -50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00025   1747      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00026   1747      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00027   1747      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00028   1747      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00029   1747      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00030   1747      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00031   1747      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00032   1747      drm    50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
