
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 2612      0.00      0.00    528.05 2629    0 2613    0  rocks   wall  plain   wall
Object:   OBJ00001   2612      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00002   2612      d3t   -50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00003   2612      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00004   2612      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00005   2612      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00006   2612      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00007   2612      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00008   2612      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00009   2612      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00010   2612      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00011   2612      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00012   2612      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00013   2612      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00014   2612      drm   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00015   2612      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00016   2612      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00017   2612      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00018   2612      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00019   2612      d3m   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00020   2612      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell: 2613   1000.00      0.00    268.03 2630    0 2614 2612  rocks   wall  rocks  plain
Object:   OBJ00021   2613      dBm   -50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00022   2613      VBm   -50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00023   2613      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00024   2613      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00025   2613      dBt   -50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
