
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 2450      0.00      0.00   -968.31 4374    0 2451    0  plain   wall  plain   wall
Object:   OBJ00001   2450      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00002   2450      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00003   2450      drs    50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00004   2450      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00005   2450      drm   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00006   2450      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00007   2450      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00008   2450      dBs   -50.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00009   2450      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00010   2450      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00011   2450      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00012   2450      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00013   2450      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00014   2450      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00015   2450      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00016   2450      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00017   2450      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00018   2450      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00019   2450      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00020   2450      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Cell: 2451   1000.00      0.00  -1000.00 2463    0 2452 2450  plain   wall  plain  plain
Object:   OBJ00021   2451      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00022   2451      d3t    50.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00023   2451      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00024   2451      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00025   2451      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00026   2451      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00027   2451      c3s    50.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00028   2451      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00029   2451      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00030   2451      d3s    50.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00031   2451      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00032   2451      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00033   2451      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00034   2451      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00035   2451      drs    50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00036   2451      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00037   2451      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00038   2451      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00039   2451      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00040   2451      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Cell: 2452   2000.00      0.00   -979.11 2464    0 2453 2451  plain   wall  plain  plain
Object:   OBJ00041   2452      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00042   2452      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00043   2452      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00044   2452      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00045   2452      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00046   2452      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00047   2452      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00048   2452      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00049   2452      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00050   2452      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00051   2452      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00052   2452      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00053   2452      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00054   2452      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00055   2452      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00056   2452      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00057   2452      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00058   2452      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00059   2452      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00060   2452      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Cell: 2453   3000.00      0.00   -897.91 2465    0 2454 2452  plain   wall  plain  plain
Object:   OBJ00061   2453      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00062   2453      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00063   2453      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00064   2453      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00065   2453      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00066   2453      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00067   2453      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00068   2453      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00069   2453      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00070   2453      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00071   2453      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00072   2453      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00073   2453      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00074   2453      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00075   2453      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00076   2453      V3s   -50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00077   2453      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00078   2453      VBs   -50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00079   2453      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00080   2453      drs   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Cell: 2454   4000.00      0.00   -860.01 2466    0 2455 2453  plain   wall  plain  plain
Object:   OBJ00081   2454      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00082   2454      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00083   2454      V3m   -50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00084   2454      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00085   2454      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00086   2454      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00087   2454      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00088   2454      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00089   2454      Vrs   -50.00    mineral     1.00     1.00            olivedrab       rock      small             
Object:   OBJ00090   2454      V3m    50.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00091   2454      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00092   2454      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00093   2454      Vrm   -50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00094   2454      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00095   2454      dBm    50.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00096   2454      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00097   2454      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00098   2454      dBt    50.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00099   2454      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
Object:   OBJ00100   2454      d3m    50.00      fauna     5.00    10.00        dayglo-orange     triped     medium             
